username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
dailynewsr,2013-07-30 17:57,1,0,"http:// ShadowScripts.com CRACKED [28/MAY/2013] Best #Hyip script FULLY DECODED f.only $399.00 #hyipforum #goldcoders #gc #opensource #bitcoin",,,#Hyip #hyipforum #goldcoders #gc #opensource #bitcoin,"362361311696400387",https://twitter.com/dailynewsr/status/362361311696400387
ModernTAGS,2013-07-30 17:57,2,1,"Opie finds a virtual wallet full of 50 bit coins. He wants to keep it to buy a virtual fishing rod. #bitcoin #andygriffithshow",,,#bitcoin #andygriffithshow,"362361303693672449",https://twitter.com/ModernTAGS/status/362361303693672449
BitcoinAlerts4U,2013-07-30 17:55,2,0,"MtgoxUSD price changed 5.00% in about 4 hours. Control your own #Bitcoin alerts on http://www. bitcoinalerts4u.com",,,#Bitcoin,"362360731624161282",https://twitter.com/BitcoinAlerts4U/status/362360731624161282
neanderthalian,2013-07-30 17:55,2,0,"#bitcoin up to $107. Sorry to repeat myself, but pay attention dammit. Next time it dips under $100, buy a couple (for your grandkids).",,,#bitcoin,"362360711185305600",https://twitter.com/neanderthalian/status/362360711185305600
theVSDaily,2013-07-30 17:49,0,0,"#Bitcoin Trading Suspended in Thailand http:// fb.me/38oaWuxd7",,,#Bitcoin,"362359338934874112",https://twitter.com/theVSDaily/status/362359338934874112
jmcorgan,2013-07-30 17:49,2,0,"Just completed two more in-person #bitcoin trades with first-time traders using @LocalBitcoins . Both were cashing out of #MtGox .",,@LocalBitcoins,#bitcoin #MtGox,"362359242289709056",https://twitter.com/jmcorgan/status/362359242289709056
SatoshiNumbers,2013-07-30 17:49,0,0,"Block #249334 ( fb36458a4b ) Found! :) Secret Token Hash is 9f0e910920 ... daa2a9676f #bitcoin #satoshi #numbers",,,#249334 #bitcoin #satoshi #numbers,"362359205820252160",https://twitter.com/SatoshiNumbers/status/362359205820252160
exiledsurfer,2013-07-30 17:48,5,0,"Read Bitcoin Foundation's Executive Director @jonmatonis ' "Don't Let #Bitcoin Morph into #Govcoin " at American Banker http://www. americanbanker.com/bankthink/do-n ot-let-bitcoin-morph-into-govcoin-1060955-1.html …",,@jonmatonis,#Bitcoin #Govcoin,"362359177290592256",https://twitter.com/exiledsurfer/status/362359177290592256
q_hss,2013-07-30 17:47,0,0,"RT.La Thaïlande est le premier pays a déclarer illégale la monnaie virtuelle #Bitcoin @Margin_C",,@Margin_C,#Bitcoin,"362358743175921667",https://twitter.com/q_hss/status/362358743175921667
bitcoinchimp,2013-07-30 17:46,0,0,"#bitstamp BTC/USD 96.50 bid on volume 11521.83435291 #bitcoin - Get sms alerts free for 30 days http:// bit.ly/17Thgh6 promo code TWEET247",,,#bitstamp #bitcoin,"362358547700396033",https://twitter.com/bitcoinchimp/status/362358547700396033
